"","id","Q1","RQ1","Q2a1","Q2a2","MQ2A2_61","RQ2A2","Q2B","Q2A2_14","MQ2A2_1461","RQ2A2_14","Q3","Q3B1","Q3B2","Q3B3","Q4A01","Q4A02","Q4A03","Q4A04","Q4A05","Q4A06","Q4A07","Q4A08","Q4A09","Q4A10","Q4A11","Q4A12","Q4A13","Q4A14","Q4A15","Q4A16","Q4A17","Q5A01","Q5A02","Q5A03","Q5A04","Q5A05","Q5A06","Q5A07","Q5A08","Q5A09","Q5A10","Q5A11","Q5A12","Q5A13","Q5A14","Q5A15","Q5A16","Q5A17","KWON1","KWON2","KWON3","KWON4","KWON5","KWON6","KWON7","KWON8","총액1인TOT","총액1인MIS","C총액1인TOT","DAY평균T","DAY평균","RDAY평균","Q7","Q8","Q9","D_MON","D_BUN","D_NAT","D_SEX","D_AGE","D_MOK","D_ENT","D_PLA","D_Q1","D_TYP"
"1",402,10,"4회 이상",20,21,21,"11~30일","포함되지 않은 일정이다",21,21,"11~30일","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,1000,1000,"1000$ 이하",47.6190476190476,47.6190476190476,"50$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","미국","남성","61세이상","사업또는전문활동","자가격리미포함","인천공항T2","4회이상",NA
"2",403,10,"4회 이상",14,15,15,"11~30일","포함되지 않은 일정이다",15,15,"11~30일","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,NA,NA,NA,NA,NA,"충남",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"충청도",NA,NA,NA,1300,1300,"1000$ 초과- 2000$ 이하",86.6666666666667,86.6666666666667,"50$ 초과 ~ 100$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","미국","남성","51-60세","사업또는전문활동","자가격리미포함","인천공항T2","4회이상",NA
"3",408,3,"3회",90,91,NA,"91일 이상","포함된 일정이다",77,NA,"61~90일","친구/친지 방문","기타",NA,NA,NA,"쇼핑","자연경관 감상",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,NA,"서울",NA,NA,NA,NA,"경상도",NA,NA,4500,4500,"3000$ 초과- 5000$ 이하",49.4505494505495,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","미국","여성","41-50세","친구/친지방문","자가격리포함","인천공항T2","3회",NA
"4",411,8,"4회 이상",269,270,NA,"91일 이상","포함된 일정이다",256,NA,"91일 이상","친구/친지 방문","기타",NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,453.951,453.951,"1000$ 이하",1.6813,NA,NA,"④ 대체로 만족","④ 대체로 그렇다","⑤ 매우 그렇다","1월","1분기","중국","여성","41-50세","친구/친지방문","자가격리포함","인천공항T1","4회이상",NA
"5",413,2,"2회",90,91,NA,"91일 이상","포함된 일정이다",77,NA,"61~90일","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,8000,8000,"5000$ 초과- 10000$ 이하",87.9120879120879,NA,NA,"④ 대체로 만족","③ 보통","③ 보통","1월","1분기","미국","남성","51-60세","사업또는전문활동","자가격리포함","인천공항T1","2회",NA
"6",414,4,"4회 이상",90,91,NA,"91일 이상","포함되지 않은 일정이다",91,NA,"91일 이상","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행","연수/교육/연구",NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,10000,10000,"5000$ 초과- 10000$ 이하",109.89010989011,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","기타","남성","41-50세","사업또는전문활동","자가격리미포함","인천공항T2","4회이상",NA
"7",415,2,"2회",89,90,NA,"61~90일","포함된 일정이다",76,NA,"61~90일","사업 또는 전문활동",NA,NA,NA,"식도락 관광","쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,NA,NA,NA,NA,NA,NA,"경상도",NA,NA,6204,6204,"5000$ 초과- 10000$ 이하",68.9333333333333,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","중국","남성","41-50세","사업또는전문활동","자가격리포함","인천공항T2","2회",NA
"8",416,2,"2회",79,80,NA,"61~90일","포함된 일정이다",66,NA,"61~90일","사업 또는 전문활동",NA,NA,NA,"식도락 관광","쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,NA,NA,NA,"대전",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"충청도",NA,NA,NA,4653,4653,"3000$ 초과- 5000$ 이하",58.1625,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","중국","남성","41-50세","사업또는전문활동","자가격리포함","인천공항T2","2회","    개   별    여   행"
"9",420,5,"4회 이상",149,150,NA,"91일 이상","포함된 일정이다",136,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광","쇼핑","자연경관 감상","고궁/역사 유적지 방문","전통문화체험","박물관, 전시관 관람","K-POP/한류스타 관련 공연장 방문","드라마/영화 촬영지 방문",NA,NA,"유흥/오락","뷰티/의료관광",NA,NA,"연수/교육/연구",NA,NA,"서울","경기","인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울","경기도","인천",NA,NA,NA,NA,NA,2723.706,2723.706,"2000$ 초과- 3000$ 이하",18.15804,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","③ 보통","1월","1분기","중국","여성","31-40세","교육","자가격리포함","인천공항T2","4회이상","    개   별    여   행"
"10",422,6,"4회 이상",299,300,NA,"91일 이상","포함되지 않은 일정이다",300,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑","자연경관 감상",NA,"전통문화체험",NA,NA,NA,"연극, 뮤지컬, 발레 등 공연 관람 및 지역 축제 참여",NA,"유흥/오락",NA,NA,NA,"연수/교육/연구",NA,NA,"서울","경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울","경기도",NA,NA,NA,NA,NA,NA,7275,7275,"5000$ 초과- 10000$ 이하",24.25,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","일본","여성","15-20세","교육","자가격리미포함","인천공항T2","4회이상",NA
"11",426,1,"1회",330,331,NA,"91일 이상","포함되지 않은 일정이다",331,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑","자연경관 감상","고궁/역사 유적지 방문","전통문화체험","박물관, 전시관 관람",NA,"드라마/영화 촬영지 방문",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울","경기","인천",NA,"대전",NA,NA,NA,NA,NA,NA,NA,NA,"광주",NA,NA,NA,"서울","경기도","인천",NA,"충청도",NA,"전라도",NA,3631.608,3631.608,"3000$ 초과- 5000$ 이하",10.9716253776435,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","기타","여성","21-30세","교육","자가격리미포함","인천공항T2","1회","    개   별    여   행"
"12",440,12,"4회 이상",50,51,51,"31~60일","포함된 일정이다",37,37,"31~60일","친구/친지 방문","여행가능한 여가시간",NA,NA,NA,NA,"자연경관 감상",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경기도",NA,NA,NA,NA,NA,NA,1500,1500,"1000$ 초과- 2000$ 이하",29.4117647058824,29.4117647058824,"50$ 이하","⑤ 매우 만족","② 별로 그렇지 않다","⑤ 매우 그렇다","1월","1분기","미국","남성","21-30세","친구/친지방문","자가격리포함","인천공항T2","4회이상","    개   별    여   행"
"13",441,5,"4회 이상",300,301,NA,"91일 이상","포함되지 않은 일정이다",301,NA,"91일 이상","교육",NA,NA,NA,NA,NA,"자연경관 감상","고궁/역사 유적지 방문",NA,NA,"K-POP/한류스타 관련 공연장 방문",NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,"강원",NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,NA,"서울",NA,NA,"강원도",NA,"경상도",NA,NA,23000,NA,"10000$ 초과",76.4119601328904,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","미국","남성","21-30세","교육","자가격리미포함","인천공항T2","4회이상","    개   별    여   행"
"14",443,4,"4회 이상",19,20,20,"11~30일","포함된 일정이다",6,6,"4~7일","친구/친지 방문","음식/미식 탐방","역사/문화유적/전통문화 체험",NA,"식도락 관광",NA,"자연경관 감상",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,1000,1000,"1000$ 이하",50,50,"50$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","미국","남성","31-40세","친구/친지방문","자가격리포함","인천공항T2","4회이상",NA
"15",445,7,"4회 이상",21,22,22,"11~30일","포함된 일정이다",8,8,"8~10일","친구/친지 방문","음식/미식 탐방","유흥/놀이시설 체험","레저 및 스포츠 활동",NA,NA,"자연경관 감상","고궁/역사 유적지 방문","전통문화체험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대구",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경상도",NA,NA,3000,3000,"2000$ 초과- 3000$ 이하",136.363636363636,136.363636363636,"100$ 초과 ~ 300$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","미국","남성","61세이상","친구/친지방문","자가격리포함","인천공항T2","4회이상",NA
"16",458,6,"4회 이상",329,330,NA,"91일 이상","포함되지 않은 일정이다",330,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광","쇼핑","자연경관 감상",NA,"전통문화체험",NA,NA,"드라마/영화 촬영지 방문",NA,NA,"유흥/오락",NA,NA,NA,"연수/교육/연구",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"전북",NA,NA,NA,NA,NA,NA,NA,NA,"전라도",NA,7263.216,7263.216,"5000$ 초과- 10000$ 이하",22.0097454545455,NA,NA,"④ 대체로 만족","④ 대체로 그렇다","④ 대체로 그렇다","1월","1분기","중국","여성","21-30세","교육","자가격리미포함","인천공항T1","4회이상","    개   별    여   행"
"17",459,1,"1회",8,9,9,"8~10일","포함되지 않은 일정이다",9,9,"8~10일","사업 또는 전문활동",NA,NA,NA,"식도락 관광","쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,"경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경기도",NA,NA,NA,NA,NA,NA,2326.5,2326.5,"2000$ 초과- 3000$ 이하",258.5,258.5,"100$ 초과 ~ 300$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","중국","남성","31-40세","사업또는전문활동","자가격리미포함","인천공항T1","1회","    개   별    여   행"
"18",461,4,"4회 이상",329,330,NA,"91일 이상","포함되지 않은 일정이다",330,NA,"91일 이상","교육",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"뷰티/의료관광",NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"광주",NA,NA,NA,"서울",NA,NA,NA,NA,NA,"전라도",NA,9616.2,9616.2,"5000$ 초과- 10000$ 이하",29.14,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","중국","남성","21-30세","교육","자가격리미포함","인천공항T1","4회이상","    개   별    여   행"
"19",462,1,"1회",31,32,32,"31~60일","포함되지 않은 일정이다",32,32,"31~60일","사업 또는 전문활동",NA,NA,NA,"식도락 관광","쇼핑","자연경관 감상",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,3102,3102,"3000$ 초과- 5000$ 이하",96.9375,96.9375,"50$ 초과 ~ 100$ 이하","④ 대체로 만족","④ 대체로 그렇다","④ 대체로 그렇다","1월","1분기","중국","남성","21-30세","사업또는전문활동","자가격리미포함","인천공항T1","1회",NA
"20",464,2,"2회",8,9,9,"8~10일","포함되지 않은 일정이다",9,9,"8~10일","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,"경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경기도",NA,NA,NA,NA,NA,NA,2326.5,2326.5,"2000$ 초과- 3000$ 이하",258.5,258.5,"100$ 초과 ~ 300$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","중국","남성","31-40세","사업또는전문활동","자가격리미포함","인천공항T1","2회",NA
"21",465,2,"2회",300,301,NA,"91일 이상","포함되지 않은 일정이다",301,NA,"91일 이상","교육",NA,NA,NA,NA,NA,"자연경관 감상","고궁/역사 유적지 방문","전통문화체험","박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,"경북",NA,"대구","울산","부산",NA,"전북","전남","제주","서울",NA,"인천",NA,NA,"경상도","전라도","제주",10000,10000,"5000$ 초과- 10000$ 이하",33.2225913621262,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","미국","여성","21-30세","교육","자가격리미포함","인천공항T2","2회",NA
"22",466,2,"2회",90,91,NA,"91일 이상","포함된 일정이다",77,NA,"61~90일","친구/친지 방문","기타",NA,NA,NA,"쇼핑",NA,"고궁/역사 유적지 방문",NA,"박물관, 전시관 관람",NA,NA,NA,NA,NA,"뷰티/의료관광",NA,NA,NA,NA,NA,"서울",NA,NA,"강원",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,"강원도",NA,NA,NA,NA,1500,1500,"1000$ 초과- 2000$ 이하",16.4835164835165,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","미국","여성","31-40세","친구/친지방문","자가격리포함","인천공항T2","2회",NA
"23",467,3,"3회",360,361,NA,"91일 이상","포함되지 않은 일정이다",361,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광","쇼핑","자연경관 감상","고궁/역사 유적지 방문","전통문화체험","박물관, 전시관 관람",NA,NA,NA,"지역 축제 참여","유흥/오락","뷰티/의료관광","스포츠/레포츠 관람 및 참가 비즈니스 활동",NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,30000,NA,"10000$ 초과",83.1024930747922,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","기타","여성","41-50세","교육","자가격리미포함","인천공항T1","3회","    개   별    여   행"
"24",468,3,"3회",300,301,NA,"91일 이상","포함되지 않은 일정이다",301,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광","쇼핑",NA,"고궁/역사 유적지 방문","전통문화체험","박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,"스포츠/레포츠 관람 및 참가 비즈니스 활동",NA,"연수/교육/연구",NA,NA,NA,NA,NA,NA,"대전",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"충청도",NA,NA,NA,15000,NA,"10000$ 초과",49.8338870431894,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","기타","남성","21-30세","교육","자가격리미포함","인천공항T1","3회","    개   별    여   행"
"25",469,5,"4회 이상",330,331,NA,"91일 이상","포함되지 않은 일정이다",331,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,"대전",NA,NA,NA,"경북",NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,"충청도","경상도",NA,NA,9079.02,9079.02,"5000$ 초과- 10000$ 이하",27.4290634441088,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","기타","남성","31-40세","교육","자가격리미포함","인천공항T1","4회이상","    개   별    여   행"
"26",470,1,"1회",45,46,46,"31~60일","포함된 일정이다",32,32,"31~60일","교육",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,3500,3500,"3000$ 초과- 5000$ 이하",76.0869565217391,76.0869565217391,"50$ 초과 ~ 100$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","미국","여성","21-30세","교육","자가격리포함","인천공항T1","1회",NA
"27",473,2,"2회",17,18,18,"11~30일","포함된 일정이다",4,4,"4~7일","사업 또는 전문활동",NA,NA,NA,"식도락 관광","쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행","연수/교육/연구",NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,12408,NA,"10000$ 초과",689.333333333333,NA,NA,"③ 보통","③ 보통","③ 보통","1월","1분기","중국","남성","41-50세","사업또는전문활동","자가격리포함","인천공항T1","2회",NA
"28",474,1,"1회",15,16,16,"11~30일","포함되지 않은 일정이다",16,16,"11~30일","친구/친지 방문","기타",NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"충남","세종",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"충청도",NA,NA,NA,4000,4000,"3000$ 초과- 5000$ 이하",250,250,"100$ 초과 ~ 300$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","④ 대체로 그렇다","1월","1분기","미국","여성","51-60세","친구/친지방문","자가격리미포함","인천공항T1","1회",NA
"29",478,30,"4회 이상",299,300,NA,"91일 이상","포함되지 않은 일정이다",300,NA,"91일 이상","친구/친지 방문","자연 풍경 감상",NA,NA,"식도락 관광","쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,1815.804,1815.804,"1000$ 초과- 2000$ 이하",6.05268,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","중국","남성","51-60세","친구/친지방문","자가격리미포함","인천공항T1","4회이상",NA
"30",480,15,"4회 이상",239,240,NA,"91일 이상","포함된 일정이다",226,NA,"91일 이상","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,1089.4824,1089.4824,"1000$ 초과- 2000$ 이하",4.53951,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","중국","남성","41-50세","사업또는전문활동","자가격리포함","인천공항T1","4회이상",NA
"31",487,5,"4회 이상",359,360,NA,"91일 이상","포함되지 않은 일정이다",360,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울","경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울","경기도",NA,NA,NA,NA,NA,NA,3813.1884,3813.1884,"3000$ 초과- 5000$ 이하",10.59219,NA,NA,"④ 대체로 만족","④ 대체로 그렇다","④ 대체로 그렇다","1월","1분기","중국","남성","21-30세","교육","자가격리미포함","인천공항T1","4회이상","    개   별    여   행"
"32",488,20,"4회 이상",59,60,60,"31~60일","포함된 일정이다",46,46,"31~60일","사업 또는 전문활동",NA,NA,NA,"식도락 관광","쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,"뷰티/의료관광",NA,"업무수행",NA,NA,NA,"서울","경기",NA,NA,NA,NA,NA,NA,NA,"경남",NA,NA,NA,NA,NA,NA,NA,"서울","경기도",NA,NA,NA,"경상도",NA,NA,4539.51,4539.51,"3000$ 초과- 5000$ 이하",75.6585,75.6585,"50$ 초과 ~ 100$ 이하","④ 대체로 만족","④ 대체로 그렇다","⑤ 매우 그렇다","1월","1분기","중국","여성","41-50세","사업또는전문활동","자가격리포함","인천공항T1","4회이상","    개   별    여   행"
"33",489,1,"1회",149,150,NA,"91일 이상","포함된 일정이다",136,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,2723.706,2723.706,"2000$ 초과- 3000$ 이하",18.15804,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","중국","여성","21-30세","교육","자가격리포함","인천공항T1","1회",NA
"34",507,1,"1회",90,91,NA,"91일 이상","포함된 일정이다",77,NA,"61~90일","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울","경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울","경기도",NA,NA,NA,NA,NA,NA,15000,NA,"10000$ 초과",164.835164835165,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","1월","1분기","인도","남성","21-30세","사업또는전문활동","자가격리포함","인천공항T2","1회","    개   별    여   행"
"35",509,4,"4회 이상",300,301,NA,"91일 이상","포함되지 않은 일정이다",301,NA,"91일 이상","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대구",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경상도",NA,NA,6355.314,6355.314,"5000$ 초과- 10000$ 이하",21.114,NA,NA,"④ 대체로 만족","③ 보통","④ 대체로 그렇다","1월","1분기","중동","남성","61세이상","사업또는전문활동","자가격리미포함","인천공항T1","4회이상",NA
"36",511,3,"3회",100,101,NA,"91일 이상","포함된 일정이다",87,NA,"61~90일","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,NA,NA,"강원",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"강원도",NA,NA,NA,NA,5000,5000,"3000$ 초과- 5000$ 이하",49.5049504950495,NA,NA,"③ 보통","② 별로 그렇지 않다","③ 보통","1월","1분기","중동","남성","31-40세","사업또는전문활동","자가격리포함","인천공항T1","3회",NA
"37",514,2,"2회",120,121,NA,"91일 이상","포함된 일정이다",107,NA,"91일 이상","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울","경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울","경기도",NA,NA,NA,NA,NA,NA,6165,6165,"5000$ 초과- 10000$ 이하",50.9504132231405,NA,NA,"④ 대체로 만족","③ 보통","④ 대체로 그렇다","1월","1분기","인도","남성","31-40세","사업또는전문활동","자가격리포함","인천공항T1","2회",NA
"38",520,6,"4회 이상",364,365,NA,"91일 이상","포함되지 않은 일정이다",365,NA,"91일 이상","사업 또는 전문활동",NA,NA,NA,"식도락 관광","쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울","경기","인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,NA,"서울","경기도","인천",NA,NA,"경상도",NA,NA,10000,10000,"5000$ 초과- 10000$ 이하",27.3972602739726,NA,NA,"⑤ 매우 만족","③ 보통","⑤ 매우 그렇다","1월","1분기","인도","남성","31-40세","사업또는전문활동","자가격리미포함","인천공항T1","4회이상",NA
"39",529,2,"2회",300,301,NA,"91일 이상","포함되지 않은 일정이다",301,NA,"91일 이상","친구/친지 방문","패션, 유행 등 세련된 현대 문화 체험",NA,NA,"식도락 관광","쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울","경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울","경기도",NA,NA,NA,NA,NA,NA,4085.559,4085.559,"3000$ 초과- 5000$ 이하",13.5732857142857,NA,NA,"④ 대체로 만족","④ 대체로 그렇다","④ 대체로 그렇다","1월","1분기","중국","여성","21-30세","친구/친지방문","자가격리미포함","인천공항T1","2회",NA
